StartDate,Code,MidasTripActionID,Nutrients > Ammonium_NH4,Nutrients > Nitrate_Nitrite,Nutrients > Nitrate_NO3,Nutrients > Nitrite_NO2,Nutrients > Phosphate_PO4,Nutrients > Silicate_SiO4,Pigments > 19But_Fucoxanthin,Pigments > 19Hex_Fucoxanthin,Pigments > Alloxanthin,Pigments > Antheraxanthin,Pigments > Anthoxanthin,Pigments > Beta_Carotene,Pigments > Chlorophyll_a,Pigments > Chlorophyll_b,Pigments > Chlorophyll_c2,Pigments > Chlorophyll_c2c1,Pigments > Chlorophyll_c3,Pigments > Chlorophyllide_a,Pigments > Diadinoxanthin,Pigments > Diatoxanthin,Pigments > Echinenone,Pigments > Fucoxanthin,Pigments > Lutein,Pigments > Neoxanthin,Pigments > Peridinin,Pigments > Pheophorbide_a,Pigments > Pheophytin_a,Pigments > Pheophytin_b,Pigments > Prasinoxanthin,Pigments > Violaxanthin,Pigments > Zeaxanthin,SPM > SPM,TotalObservations
27-Sep-02,230,1964,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
27-Sep-02,700,1967,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
27-Sep-02,780,1970,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
27-Sep-02,330,1973,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
27-Sep-02,ZG02,1976,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
27-Sep-02,215,1979,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
27-Sep-02,120,1982,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
29-Oct-02,130,2504,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
29-Oct-02,230,2508,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
29-Oct-02,700,2512,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
29-Oct-02,780,2516,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
29-Oct-02,330,2521,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
29-Oct-02,ZG02,2524,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
29-Oct-02,120,2528,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
21-Nov-02,130,2161,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,230,2166,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,700,2170,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,B07,2173,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,710,2177,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,780,2181,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,330,2185,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,ZG02,2189,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,215,2193,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
21-Nov-02,120,2197,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,130,2342,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,230,2346,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,700,2351,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,B07,2355,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,710,2359,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,780,2363,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,330,2367,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,ZG02,2371,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,215,2375,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
23-Dec-02,120,2379,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,130,2798,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,230,2802,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,120,2806,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,215,2810,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,ZG02,2815,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,330,2819,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,780,2824,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,710,2829,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,B07,2832,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
20-Jan-03,700,2836,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Feb-03,130,3135,1,,1,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-Feb-03,230,3140,1,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-Feb-03,700,3128,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Feb-03,B07,3153,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Feb-03,710,3154,1,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-Feb-03,780,3161,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-Feb-03,330,3165,1,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-Feb-03,ZG02,3171,1,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-Feb-03,215,3180,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Feb-03,120,3183,1,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
31-Mar-03,130,3438,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
31-Mar-03,230,3440,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,700,3444,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,B07,3448,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,710,3453,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,780,3457,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,330,3462,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,ZG02,3468,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,215,3472,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,120,3476,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Mar-03,130,3481,1,,1,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,,,1,1,23
25-Apr-03,130,3703,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
25-Apr-03,230,3707,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
25-Apr-03,700,3710,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
25-Apr-03,B07,3715,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
25-Apr-03,710,3720,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
25-Apr-03,780,3724,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
25-Apr-03,330,3728,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
25-Apr-03,215,3732,,,,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,23
25-Apr-03,120,3740,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-May-03,130,3999,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-May-03,230,4003,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-May-03,700,4007,1,,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
26-May-03,B07,4011,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-May-03,710,4015,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-May-03,780,4019,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-May-03,330,3983,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-May-03,ZG02,3987,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-May-03,215,3991,1,,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-May-03,120,3995,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,130,4384,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,230,4389,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,700,4394,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,B07,4398,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,710,4402,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,780,4406,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,330,4409,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,ZG02,4414,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,215,4419,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
30-Jun-03,120,4423,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,130,4638,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,230,4643,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,120,4647,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,215,4652,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,ZG02,4656,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,330,4660,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,780,4665,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,710,4669,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,B07,4673,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
31-Jul-03,700,4677,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,130,4761,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,230,4765,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,700,4769,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,B07,4773,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,710,4777,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,780,4781,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,330,4787,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,ZG02,4794,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,215,4797,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
28-Aug-03,120,4812,1,,,1,1,1,1,1,,,,1,1,1,1,,,1,1,,,1,1,1,1,1,1,1,,,1,1,21
29-Aug-03,120,4830,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
26-Sep-03,130,5357,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Sep-03,230,5362,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Sep-03,700,5367,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Sep-03,B07,5372,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Sep-03,710,5377,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Sep-03,780,5382,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Sep-03,330,5387,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
26-Sep-03,ZG02,5392,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-Sep-03,215,5397,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
26-Sep-03,120,5402,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
9-Dec-03,130,5509,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
9-Dec-03,230,5514,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
9-Dec-03,120,5519,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
9-Dec-03,215,5524,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
9-Dec-03,ZG02,5531,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
9-Dec-03,330,5536,1,,1,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,25
9-Dec-03,780,5543,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
9-Dec-03,710,5548,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,,,1,1,25
9-Dec-03,B07,5553,1,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,1,26
9-Dec-03,700,5557,1,,1,1,1,1,,,1,,,1,1,1,,1,1,1,1,1,,1,1,1,1,,,1,,,1,1,21
21-Jan-04,120,5627,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
21-Jan-04,215,5632,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
21-Jan-04,ZG02,5635,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
21-Jan-04,330,5640,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
21-Jan-04,780,5645,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
21-Jan-04,710,5650,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
21-Jan-04,B07,5655,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,,12
21-Jan-04,700,5660,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
21-Jan-04,230,5665,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
21-Jan-04,130,5675,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
22-Jan-04,330,5735,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5739,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5743,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5747,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5751,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5755,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5759,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5763,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5767,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5770,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5773,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5776,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
22-Jan-04,330,5779,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
19-Feb-04,120,7241,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Feb-04,215,7247,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Feb-04,700,7252,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Feb-04,230,7257,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
24-Mar-04,130,7575,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
24-Mar-04,230,7578,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
24-Mar-04,700,7583,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
24-Mar-04,B07,7588,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
24-Mar-04,710,7593,,,,,,,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,13
24-Mar-04,780,7598,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
24-Mar-04,330,7603,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
24-Mar-04,ZG02,7608,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
24-Mar-04,215,7613,1,1,,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,18
24-Mar-04,120,7618,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,120,7696,1,1,1,1,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,19
19-Apr-04,215,7701,1,1,,,1,1,,,1,,,,1,1,,1,1,,1,1,,1,1,1,1,,,,,,1,1,17
